,entity_a,entity_b,entity_spans,sentence,Financial,Partner,People,Technical
140,Nuvoton,Winbond Electronics,"[(0, 6), (26, 44)]",Nuvoton was spun-off as a Winbond Electronics affiliate in July 2008 and went public in September 2010 on the Taiwan Stock Exchange (TWSE).,1.0,0.0,0.0,0.0
141,United Microelectronics Corporation,VIRTUS,"[(97, 131), (25, 30)]","Other organisations that VIRTUS has forged close partnerships with include Agilent Technologies, United Microelectronics Corporation, Broadcom Corporation, and the Institute of Microelectronics.",0.0,0.0,0.0,1.0
142,United Microelectronics Corporation,Cadence,"[(24, 58), (124, 130)]","Inc. (Nasdaq: CDNS) and United Microelectronics Corporation (UMC), a global semiconductor foundry, today announced that the Cadence® millimeter wave (mmWave) reference flow has achieved certification for UMC’s 28HPC+ process technology.",0.0,0.0,0.0,1.0
143,United Microelectronics Corporation,Fujian Jinhua Integrated Circuit,"[(96, 130), (37, 68)]","On November 1st prosecutors indicted Fujian Jinhua Integrated Circuit, a Chinese chipmaker, and United Microelectronics Corporation, its Taiwanese partner, accusing them of stealing trade secrets from Micron, a big American firm.",0.0,0.0,0.0,1.0
144,United Microelectronics Corporation,Micron,"[(96, 130), (201, 206)]","On November 1st prosecutors indicted Fujian Jinhua Integrated Circuit, a Chinese chipmaker, and United Microelectronics Corporation, its Taiwanese partner, accusing them of stealing trade secrets from Micron, a big American firm.",0.0,0.0,0.0,1.0
145,United Microelectronics Corporation,GlobalFoundries,"[(133, 167), (113, 127)]","Intel is increasing its engagement with Taiwan Semiconductor Manufacturing Company Limited (NYSE: TSM), Samsung, GlobalFoundries and United Microelectronics Corporation",0.0,0.0,0.0,1.0
146,United Microelectronics Corporation,GlobalWafers,"[(83, 117), (0, 11)]","GlobalWafers’ customers include the Taiwan Semiconductor Manufacturing Co. (TSMC), United Microelectronics Corporation (UMC), Samsung, and other major multinationals.",0.0,0.0,0.0,1.0
147,United Microelectronics Corporation,Innovative Foundry Technologies,"[(215, 249), (0, 30)]","Innovative Foundry Technologies LLC (IFT US) announced that its Dutch subsidiary, Innovative Foundry Technologies B.V. (IFT BV) has initiated patent litigation in Germany against Taiwan-based semiconductor foundry, United Microelectronics Corporation (UMC), for infringement of one of IFT BV's semiconductor fabrication patents.",0.0,0.0,0.0,1.0
148,United Microelectronics Corporation,Qualcomm,"[(100, 134), (0, 7)]","Qualcomm executives reportedly approached the Taiwanese Semiconductor Manufacturing Company (TSMC), United Microelectronics Corporation (UMC), and Vanguard International Semiconductor (VIS) about handling some of its production needs.",0.0,0.0,0.0,1.0
149,United Microelectronics Corporation,Sensirion,"[(55, 89), (31, 39)]","Swiss microsensor manufacturer Sensirion and Taiwanese United Microelectronics Corporation, are teaming up to produce medical related ICs used in the battle against the Covid-19 pandemic.",0.0,0.0,0.0,1.0
150,Elan Microelectronics,Apple,"[(22, 42), (0, 4)]","Apple paid the sum to Elan Microelectronics Corp, after the company initiated patent infringement against it in a US court in 2009.. Within the last year, for example, Apple was sued by the Taiwanese company Elan Microelectronics over alleged infringement of touch-screen patents.",0.0,1.0,0.0,0.0
151,Elan Microelectronics,Jinco Universal,"[(21, 41), (80, 94)]","Previously reported, Elan Microelectronics partnered with smart card integrator Jinco Universal and security solution firm Korea Smart ID (KSID) to develop smart cards with an embedded fingerprint sensor.",0.0,0.0,0.0,1.0
152,Elan Microelectronics,Metanoia Communications,"[(41, 61), (0, 22)]","Metanoia Communications, a subsidiary of Elan Microelectronics, was established in Hsinchu Science Park, Taiwan.",1.0,0.0,0.0,0.0
153,Global UniChip,Apple,"[(118, 131), (173, 177)]","In June we reported that TSMC (Semiconductor Manufacturing Company) and its Integrated Circuit Design service partner Global UniChip had secured a three-year agreement with Apple to supply foundry services for the next A-series chips built using 20nm, 16nm and 10nm process nodes",0.0,0.0,0.0,1.0
154,Global UniChip,TSMC,"[(118, 131), (25, 28)]","In June we reported that TSMC (Semiconductor Manufacturing Company) and its Integrated Circuit Design service partner Global UniChip had secured a three-year agreement with Apple to supply foundry services for the next A-series chips built using 20nm, 16nm and 10nm process nodes.",0.0,0.0,0.0,1.0
155,Global UniChip,Ambarella,"[(167, 180), (0, 8)]","Ambarella is hands off when it comes to manufacturing its SOCs. It outsources all aspects of the process including packaging and tests of the semiconductor devices to Global UniChip Corporation, located in Taiwan, and Signetics Corporation.",0.0,0.0,0.0,1.0
156,Sitronix Technology,LG Group,"[(57, 75), (43, 50)]","Silicon Works, an affiliate of Seoul-based LG Group, and Sitronix Technology of Taiwan, took the fourth and fifth spots by earning $140 million and $170 million, respectively.",1.0,0.0,0.0,0.0
157,Andes Technology, RISC-V Foundation,"[(39, 54), (190, 206)]","MONTREAL, Dec. 10, 2019 /PRNewswire/ - Andes Technology, a leading Asia-based supplier of high-performance low-power compact 32/64-bit RISC-V CPU cores and a founding Platinum member of the RISC-V Foundation, and Montreal based AI startup Deeplite, Inc., the creators of Lightweight Intelligence™ making deep learning AI models smaller, faster and more",1.0,0.0,0.0,0.0
158,Andes Technology,Amazon,"[(108, 123), (53, 58)]","By combining the RISC-V platform with solutions like Amazon FreeRTOS, AWS IoT Greengrass, and AWS IoT Core, Andes Technology can help developers to create comprehensive and competitive RISC-V-based IoT systems.",0.0,0.0,0.0,1.0
159,Andes Technology,EdgeQ,"[(23, 38), (0, 4)]","EdgeQ has licensed the Andes Technology core with Andes Custom Extension (ACE), that enables EdgeQ to design, extend, and customise their own instruction sets to achieve new performance, features, and power profiles that it says are, at present, unavailable to existing solutions for the wireless infrastructure.",0.0,0.0,0.0,1.0
160,Andes Technology,Electronics Corporation,"[(141, 156), (0, 22)]","Electronics Corporation (TSE:6723), a premier supplier of advanced semiconductor solutions, today announced a technology IP cooperation with Andes Technology, an advanced supplier of RISC-V based embedded CPU cores and associated SoC development environment.",0.0,0.0,0.0,1.0
161,Andes Technology,Imagination,"[(76, 91), (18, 28)]","Earlier this year Imagination announced it was working with CPU IP supplier Andes Technology to integrate the N22 RISC-V MCU IP from Andes with Imagination’s Ensigma low-power IP for Wi-Fi, Bluetooth, IEEE 802.15.4",0.0,0.0,0.0,1.0
162,Andes Technology,Menta,"[(120, 135), (3, 7)]","-- Menta S.A.S, a premier supplier of embedded FPGA (eFPGA) solutions, today announced a technology IP cooperation with Andes Technology , a founding premier member of RISC-V International and the leading supplier of 32/64bit RISC-V embedded CPU cores.",0.0,0.0,0.0,1.0
163,Andes Technology,HunterSun,"[(51, 66), (202, 210)]","HSINCHU, TAIWAN, June 12, 2018 (GLOBE NEWSWIRE) -- Andes Technology Corporation, the leading Asia-based supplier of small, low-power, high performance 32/64-bit embedded CPU cores, today announced that HunterSun Corporation has licensed its mid-range AndesCore™ N1068A-S for the HunterSun HS6601 single-chip Bluetooth SoC that receives wireless audio, drives speakers and digitizes microphone input.",0.0,0.0,0.0,1.0
164,Andes Technology,Greenwave,"[(0, 15), (21, 29)]","Andes Technology and Greenwave have also developed ICs around the ISA.. Renesas and Andes share the same vision to welcome the era of RISC-V being the mainstream CPU instruction set architecture (ISA) for system-on-chips (SoC),” said Frankwell Lin, President of Andes Technology.",0.0,0.0,0.0,1.0
165,Andes Technology,Imperas,"[(136, 151), (196, 202)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,1.0
166,Andes Technology,Imperas,"[(136, 151), (196, 202)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,1.0
167,Andes Technology,Lauterbach,"[(136, 151), (205, 214)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,1.0
168,Andes Technology,Mentor,"[(136, 151), (217, 222)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,1.0
169,Andes Technology,UltraSoC,"[(136, 151), (229, 236)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,1.0
170,Andes Technology,Mediatek,"[(30, 45), (0, 7)]","Mediatek has already absorbed Andes Technology for MCUs, Goodix for touchscreen controller ICs, and mCube for MEMS.",0.0,0.0,0.0,1.0
171,Andes Technology,Menta,"[(61, 76), (21, 25)]","“It is an honour for Menta to work in close partnership with Andes Technology Corporation,” said Menta Chief Executive Officer Vincent Markus.",0.0,0.0,0.0,1.0
172,Andes Technology,Picocom,"[(232, 247), (22, 28)]","We are delighted that Picocom recognizes the strength of N25F and utilizes dozens of them in clusters, along with the integrated Platform AE350 to design its advanced 5G small cell SoC.” said Dr. Charlie Su, CTO and Executive VP of Andes Technology.",0.0,0.0,0.0,1.0
173,Andes Technology,Rafael Microelectronics,"[(0, 15), (78, 100)]","Andes Technology, a global leader in 32/64-bit RISC-V CPU core solutions, and Rafael Microelectronics, a leading provider for RF IP and wireless communication subsystem cores, are announcing a strategic partnership to bring a wireless IoT connectivity solution based on RISC-V cores to the industry.",0.0,0.0,0.0,1.0
174,Andes Technology,Telink,"[(83, 98), (162, 167)]","“We believe the RVP is going to open a new era for data computation on MCUs,” says Andes Technology President Frankwell Lin. “We are grateful to collaborate with Telink and IAR to build the foundation of the RVP ecosystem for edge Artificial Intelligence of Things (AIoT) use cases. ",0.0,0.0,0.0,1.0
